frame.time,ip.src,ip.dst,eth.src,eth.dst,tcp.port,udp.port,_ws.col.Info,data.text
"Nov 17, 2024 15:23:46.191100000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=828353 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.191130000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=829813 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.191163000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=831273 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.191194000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=832733 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.191228000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=834193 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.191252000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=835653 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.191280000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=837113 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.191307000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=838573 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.191335000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=840033 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.191359000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=841493 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.191389000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=842953 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.191423000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=844413 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.191451000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=845873 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.191480000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=847333 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.191511000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=848793 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.191543000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=850253 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.191574000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=851713 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.191608000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=853173 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.191635000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=854633 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.191664000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=856093 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.191694000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=857553 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.191724000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=859013 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.191747000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=860473 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.191774000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=861933 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.191794000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=863393 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.191814000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=864853 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.191839000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=866313 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.191867000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=867773 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.191893000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=869233 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.191920000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=870693 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.191947000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=872153 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.191977000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=873613 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.192009000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=875073 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.192037000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=876533 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.192067000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=877993 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.192095000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=879453 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.192120000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=880913 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.192146000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=882373 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.192166000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=883833 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.192191000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=885293 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.192219000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=886753 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.192249000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=888213 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.192269000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=889673 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.192288000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=891133 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.192307000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=892593 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.192333000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=894053 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.192375000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=895513 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.192414000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=896973 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.192440000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=898433 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.192466000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=899893 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.192494000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=901353 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.192534000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=902813 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.192564000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=904273 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.192605000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=905733 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.192649000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=907193 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.192692000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=908653 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.192734000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=910113 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.192776000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=911573 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.192818000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=913033 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.192860000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=914493 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.192903000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=915953 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.192946000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=917413 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.192988000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=918873 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.193017000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=920333 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.193052000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=921793 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.193094000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=923253 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.193131000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=924713 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.193181000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=926173 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.193219000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=927633 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.193261000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=929093 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.193305000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=930553 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.193350000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=932013 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.193389000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=933473 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.193433000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=934933 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.193476000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=936393 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.196682000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=937853 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.196729000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=939313 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.196752000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=940773 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.196779000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=942233 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.196803000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=943693 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.196828000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=945153 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.196851000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=946613 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.196875000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=948073 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.196899000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=949533 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.196935000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=950993 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.196960000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=952453 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.196985000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=953913 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.197013000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=955373 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.197038000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=956833 Ack=1422513 Win=2053 Len=1460",
"Nov 17, 2024 15:23:46.197065000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [PSH, ACK] Seq=958293 Ack=1422513 Win=2053 Len=876",
"Nov 17, 2024 15:23:46.244496000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=1422513 Ack=823973 Win=14182 Len=0",
"Nov 17, 2024 15:23:46.244496000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=1422513 Ack=825433 Win=14171 Len=0",
"Nov 17, 2024 15:23:46.244496000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=1422513 Ack=826893 Win=14160 Len=0",
"Nov 17, 2024 15:23:46.244496000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=1422513 Ack=828353 Win=14149 Len=0",
"Nov 17, 2024 15:23:46.244496000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=1422513 Ack=829813 Win=14138 Len=0",
"Nov 17, 2024 15:23:46.244496000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=1422513 Ack=831273 Win=14127 Len=0",
"Nov 17, 2024 15:23:46.244496000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=1422513 Ack=832733 Win=14116 Len=0",
"Nov 17, 2024 15:23:46.244496000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=1422513 Ack=834193 Win=14105 Len=0",
"Nov 17, 2024 15:23:46.244496000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=1422513 Ack=835653 Win=14094 Len=0",
"Nov 17, 2024 15:23:46.248896000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=1422513 Ack=837113 Win=14182 Len=0",
"Nov 17, 2024 15:23:46.248896000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=1422513 Ack=838573 Win=14171 Len=0",
"Nov 17, 2024 15:23:46.248896000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=1422513 Ack=840033 Win=14160 Len=0",
"Nov 17, 2024 15:23:46.248896000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=1422513 Ack=841493 Win=14149 Len=0",
"Nov 17, 2024 15:23:46.248896000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=1422513 Ack=844413 Win=14172 Len=0",
"Nov 17, 2024 15:23:46.248896000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=1422513 Ack=845873 Win=14161 Len=0",
"Nov 17, 2024 15:23:46.259178000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=1422513 Ack=847333 Win=14182 Len=0",
"Nov 17, 2024 15:23:46.259178000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=1422513 Ack=857553 Win=14182 Len=0",
"Nov 17, 2024 15:23:46.259178000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=1422513 Ack=867773 Win=14182 Len=0",
"Nov 17, 2024 15:23:46.259178000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=1422513 Ack=877993 Win=14182 Len=0",
"Nov 17, 2024 15:23:46.259178000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=1422513 Ack=892593 Win=14182 Len=0",
"Nov 17, 2024 15:23:46.259178000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=1422513 Ack=902813 Win=14182 Len=0",
"Nov 17, 2024 15:23:46.268061000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=1422513 Ack=926173 Win=14182 Len=0",
"Nov 17, 2024 15:23:46.270638000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=1422513 Ack=946613 Win=14182 Len=0",
"Nov 17, 2024 15:23:46.270638000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=1422513 Ack=948073 Win=14182 Len=0",
"Nov 17, 2024 15:23:46.270638000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=1422513 Ack=958293 Win=14182 Len=0",
