frame.time,ip.src,ip.dst,eth.src,eth.dst,tcp.port,udp.port,_ws.col.Info,data.text
"Nov 17, 2024 15:24:31.269065000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7121433 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.269065000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7122893 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.269065000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7124353 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.269065000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [PSH, ACK] Seq=7125813 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.269206000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [ACK] Seq=5647905 Ack=7127273 Win=2053 Len=0",
"Nov 17, 2024 15:24:31.274778000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7127273 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.274778000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7128733 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.274866000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [ACK] Seq=5647905 Ack=7130193 Win=2053 Len=0",
"Nov 17, 2024 15:24:31.275753000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7130193 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.275753000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7131653 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.275753000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7133113 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.275753000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7134573 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.275753000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [PSH, ACK] Seq=7136033 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.275871000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [ACK] Seq=5647905 Ack=7137493 Win=2053 Len=0",
"Nov 17, 2024 15:24:31.281573000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7137493 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.281573000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7138953 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.281573000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7140413 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.281573000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7141873 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.281573000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7143333 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.281573000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7144793 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.281573000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7146253 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.281573000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7147713 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.281573000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7149173 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.281573000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [PSH, ACK] Seq=7150633 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.281645000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [ACK] Seq=5647905 Ack=7152093 Win=2053 Len=0",
"Nov 17, 2024 15:24:31.282773000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7152093 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.282773000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7153553 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.282833000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [ACK] Seq=5647905 Ack=7155013 Win=2053 Len=0",
"Nov 17, 2024 15:24:31.283012000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [PSH, ACK] Seq=7155013 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.283038000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [ACK] Seq=5647905 Ack=7156473 Win=2053 Len=0",
"Nov 17, 2024 15:24:31.287052000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7156473 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.287052000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7157933 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.287052000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7159393 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.287052000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [PSH, ACK] Seq=7160853 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.287052000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7162313 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.287052000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7163773 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.287114000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [ACK] Seq=5647905 Ack=7165233 Win=2053 Len=0",
"Nov 17, 2024 15:24:31.289002000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7165233 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.289002000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7166693 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.289002000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7168153 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.289002000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7169613 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.289042000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [ACK] Seq=5647905 Ack=7171073 Win=2053 Len=0",
"Nov 17, 2024 15:24:31.303805000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7171073 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.304770000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7172533 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.304770000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7173993 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.304770000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [PSH, ACK] Seq=7175453 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.304818000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [ACK] Seq=5647905 Ack=7176913 Win=2053 Len=0",
"Nov 17, 2024 15:24:31.308718000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7176913 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.308718000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7178373 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.308756000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [ACK] Seq=5647905 Ack=7179833 Win=2053 Len=0",
"Nov 17, 2024 15:24:31.309134000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7179833 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.309134000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7181293 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.309134000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7182753 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.309134000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7184213 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.309170000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [ACK] Seq=5647905 Ack=7185673 Win=2053 Len=0",
"Nov 17, 2024 15:24:31.310746000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7185673 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.310746000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7187133 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.310746000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7188593 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.310746000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [PSH, ACK] Seq=7190053 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.310838000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [ACK] Seq=5647905 Ack=7191513 Win=2053 Len=0",
"Nov 17, 2024 15:24:31.326418000 IST","172.20.10.4","142.250.194.238","c0:35:32:26:48:bb","aa:ab:b5:01:10:64",,"62786,443","Protected Payload (KP0), DCID=f0ad8e28a8617087",
"Nov 17, 2024 15:24:31.349400000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7191513 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.384711000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7192973 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.384711000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7194433 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.384711000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7195893 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.384711000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7197353 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.384711000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7198813 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.384711000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7200273 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.384711000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7201733 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.384777000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [ACK] Seq=5647905 Ack=7203193 Win=2053 Len=0",
"Nov 17, 2024 15:24:31.385731000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7203193 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.385731000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7204653 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.385731000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7206113 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.385731000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7207573 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.385731000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7209033 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.385731000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [PSH, ACK] Seq=7210493 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.385731000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7211953 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.385781000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [ACK] Seq=5647905 Ack=7213413 Win=2053 Len=0",
"Nov 17, 2024 15:24:31.386019000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7213413 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.386019000 IST","142.250.194.238","172.20.10.4","aa:ab:b5:01:10:64","c0:35:32:26:48:bb",,"443,62786","Protected Payload (KP0)",
"Nov 17, 2024 15:24:31.386062000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [ACK] Seq=5647905 Ack=7214873 Win=2053 Len=0",
"Nov 17, 2024 15:24:31.391538000 IST","172.20.10.4","142.250.194.238","c0:35:32:26:48:bb","aa:ab:b5:01:10:64",,"62786,443","Protected Payload (KP0), DCID=f0ad8e28a8617087",
"Nov 17, 2024 15:24:31.403580000 IST","142.250.194.238","172.20.10.4","aa:ab:b5:01:10:64","c0:35:32:26:48:bb",,"443,62786","Protected Payload (KP0)",
"Nov 17, 2024 15:24:31.412800000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7214873 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.412800000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7216333 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.412800000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7217793 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.412800000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7219253 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.412800000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7220713 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.412800000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7222173 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.412920000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [ACK] Seq=5647905 Ack=7223633 Win=2053 Len=0",
"Nov 17, 2024 15:24:31.414656000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7223633 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.414656000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7225093 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.414656000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7226553 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.414656000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7228013 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.414656000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7229473 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.414656000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7230933 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.414656000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7232393 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.414656000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7233853 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.414656000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7235313 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.414656000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7236773 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.414656000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7238233 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.414656000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7239693 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.414853000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [ACK] Seq=5647905 Ack=7241153 Win=2053 Len=0",
"Nov 17, 2024 15:24:31.418923000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7241153 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.418923000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [PSH, ACK] Seq=7242613 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.418923000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7244073 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.418923000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7245533 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.419015000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [ACK] Seq=5647905 Ack=7246993 Win=2053 Len=0",
"Nov 17, 2024 15:24:31.420558000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7246993 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.427637000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7248453 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.427637000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7249913 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.427637000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7251373 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.427637000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7252833 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.427637000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [PSH, ACK] Seq=7254293 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.427747000 IST","172.20.10.4","172.20.10.2","c0:35:32:26:48:bb","3c:95:09:f2:ef:17","51480,4444",,"51480 → 4444 [ACK] Seq=5647905 Ack=7255753 Win=2053 Len=0",
"Nov 17, 2024 15:24:31.430869000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7255753 Ack=5647905 Win=14182 Len=1460",
"Nov 17, 2024 15:24:31.430869000 IST","172.20.10.2","172.20.10.4","3c:95:09:f2:ef:17","c0:35:32:26:48:bb","4444,51480",,"4444 → 51480 [ACK] Seq=7257213 Ack=5647905 Win=14182 Len=1460",
